Sigla;Código;Título;Sub-título;Autores;Data;Tipo;Distribuição;Situação;Nome do arquivo;Projeto;Objeto;Indicador;Arq
#N/D;CAI00610020;Cashew-gum-based silver nanoparticles and palygorskite as green nanocomposites for antibacterial applications;Artigo Indexado para Materials Science & Engineering C 115 (2020) 110927.;Cristiany Marinho Araujo, SANTANA, M. V., Antonio do Nascimento Cavalcante, Lívio Cesar Cunha Nunes, LUIZ CARLOS BERTOLINO, Carla Adriana Rodrigues de Sousa Brito, Humberto Medeiros Barreto, Carla Eiras, ;31/12/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI-0061-00-20 - Bertolino.pdf;PRJ01.14;07/00176;"IGPUB; IPUB; ";SIM
#N/D;CAI00620020;Layered cryogels laden with Brazilian honey intended for wound care;Polímeros, V.30, N.3, e2020031, 2020. ISSN 1678-5169.;Gabriela de Souza dos Santos, SANTOS, N.R.R., Ingrid Cristina Soares Pereira, Antonio José de Andrade Júnior, LIMA, E.M.B., Adriana Paula Silva Minguita, Luiz Henrique Guerreiro Rosado, Ana Paula Duarte Moreira, ANTONIETA MIDDEA, Edlene Ribeiro Prudencio, Rosa Luchese, OLIVEIRA, R.N.O., ;31/12/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI-0062-00-20 - Antonieta.pdf;PRJ01.14;07/00176;"IGPUB; IPUB; ";SIM
#N/D;CAI00630020;Oxycalciomicrolite, (Ca,Na)2(Ta,Nb,Ti)2O6(O,F), a new member of the microlite group (pyrochlore supergroup) from the Paleoproterozoic São João del Rei Pegmatite Province, Minas Gerais state, Brazil.;Artigo Indexado para Mineralogical Magazine, 1–5, 2020.;Victor Hugo Riboura Menezes da Silva, Ciro Alexandre Ávila, REINER NEUMANN, Fabiano Richard Leite Faulstich, ALVES, F.E.A., Filipe B. de Almeida, Taís Proença Cidade, Sarah Siqueira da Cruz Guimarães Sousa, ;31/12/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI-0063-00-20 - Reiner.pdf;PRJ01.14;07/00176;"IGPUB; IPUB; ";SIM
#N/D;CAI00640020;Geology and structural controls of the Ag–Sn–Zn Pirquitas deposit, Northwestern Argentina;Journal of South American Earth Sciences, v.100, p.102537, 2020.;Fernanda Monteiro Passamani, Everton Marques Bongiolo, Felipe Nepomuceno de Oliveira, REINER NEUMANN, ;31/12/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI-0064-00-20 - Reiner.pdf;PRJ01.14;07/00176;"IGPUB; IPUB; ";SIM
#N/D;CAI00650020;Evolução magmática da intrusão básica no Poço 1un30 e sua interação com o arenito encaixante, na Porção Norte da Bacia do Parnaíba (N E NE DO BRASIL);Artigo de Periódico PARA A Revista Geociências v.39, n.2, p.343-356, 2020, São Paulo, UNESP.;Juliana Ferreira GODOT SOUZA, Cícera Neysi de Almeida, REINER NEUMANN, Leonardo Fonseca BORGHI DE ALMEIDA, Julio Cezar Mendes, Silvia Regina de MEDEIROS, Sergio Castro VALENTE, Alan Wanderley de Albuquerque MIRANDA, Artur CORVAL, Francisco de Assis NEGRI, ;28/07/2020;Artigo em períodico, revistas, jornais indexado no SCI;Pública;Publicado;CAI-0065-00-20 - Reiner.pdf;PRJ01.14;07/00176;"IGPUB; IPUB; ";SIM
#N/D;CAN00020020;Estudo da separação de terras raras usando sistemas extratantes organofosforados;Study of separation of rare lands using organophosphorated extracting systems;MARISA NASCIMENTO, YSRAEL MARRERO VERA, Bianca De Souza Manhães Valverde, RAFAEL DE CARVALHO GOMES, ;02/06/2020;Artigo em períodico, revistas, jornais não indexado;Pública;Publicado;CAN 0002-00-20.pdf;PRJ01.13;08/00081;"IGPUB; ";SIM
#N/D;CAN00030020;Macroeconomia ambiental e pandemia: impactos da Covid-19 no setor mineral;;Geraldo Góes, Daniel Monte Cardoso, José Antônio Sena do Nascimento, Ana Elizabeth Neirão Reymão, Ligia Henriques Begot, Cinthia de Paiva Rodrigues, ;09/11/2020;Artigo em períodico, revistas, jornais não indexado;Pública;Concluído;CAN00030020.pdf;PRJ05.18;09/00086;"IGPUB; ";SIM
#N/D;CAN00040020;Effects of igneous intrusion on the organic content of Irati Formation, Paraná Basin, in Sapopema (PR);Artigo não Indexado para A n u á r i o d o I n s t i t u t o d e G e o c i ê n c i a s - U F R J, V. 43 – 4, p. 293-301, 2020;Holanda, W., Santos, A. C., Camila Cardoso Nogueira, Sergio Bergamaschi, Rodrigues, R., Cleveland Jones, Diego Felipe da Costa, Lucas Heckert Bastos, LUIZ CARLOS BERTOLINO, ;31/12/2020;Artigo em períodico, revistas, jornais não indexado;Pública;Publicado;CAN-0004-00-20 - Bertolino.pdf;PRJ01.14;07/00176;"IGPUB; ";SIM
#N/D;CAN00050020;Caracterização mineralógica e gemológica das opalas de Buriti dos Montes – Piauí;Artigo não Indexado para A n u á r i o d o I n s t i t u t o d e G e o c i ê n c i a s - U F R J, v.43, n.2, p.415-425, 2020.;Daniela Vasconcelos Machado, JURGEN SCHNELLRATH, Queiroz, Joedy Patrícia Cruz, ;31/12/2020;Artigo em períodico, revistas, jornais não indexado;Pública;Publicado;CAN-0005-00-20 - Jurgen.pdf;PRJ01.14;07/00176;"IGPUB; ";SIM
#N/D;CAN00060020;Mineralogia digital: avanços na caracterização de rochas do pré-sal a partir de mapeamento mineralógico automatizado de lâminas petrográficas por MEV.;;Yaro Moises Parizek Silva, REINER NEUMANN, Camila Wense Ramnani, Ciro Alexandre Ávila, ;31/12/2020;Artigo em períodico, revistas, jornais não indexado;Pública;Publicado;CAN-0006-00-20 - Reiner.pdf;PRJ01.14;07/00176;"IGPUB; ";SIM
#N/D;CAT00010020;Data Science Mercado e Pesquisa: um novo olhar sobre a mineração no Brasil;;ALEXANDRE CAMPOS DA CUNHA, ANDREA CAMARDELLA DE LIMA RIZZO, MIRIAM ELIZABETH HENDRISCHKY DOS SANTOS, TATIANA DUARTE CARDOZO DE PINA, ;04/11/2020;Apresentação de trabalho;Pública;Concluído;CAT 0001-00-20 .pdf;PRJ01.13;07/00175;;SIM
#N/D;CAT00020020;Estudos prospectivos para o desenvolvimento de rotas tecnológicas para o aproveitamento de agrominerais;;ANDREA CAMARDELLA DE LIMA RIZZO, ;04/11/2020;Apresentação de trabalho;Pública;Concluído;CAT 0002-00-20 .pdf;PRJ01.13;07/00175;;SIM
#N/D;CAT00040020;Minerais Estratégicos. Elementos Terras – Raras. Ações realizadas no CETEM;;YSRAEL MARRERO VERA, ;13/10/2020;Apresentação de trabalho;Pública;Publicado;CAT 0004-00-20.pdf;PRJ01.13;08/00081;;SIM
#N/D;CCL00010020;Estudo do efeito de uma mistura de extratantes na extração de európio e gadolínio;Engenharia química: princípios fundamentais;Bianca De Souza Manhães Valverde, MARISA NASCIMENTO, Lídia Yokoyama, Frank da Silva Braga, ;15/10/2020;Capítulo de livro;Pública;Publicado;CCL 0001-00-20.pdf;PRJ01.13;08/00081;"IGPUB; ";SIM
#N/D;CIT00010020;Guia SIC de tramitação interna;;RENATA QUEIROZ AFFONSO, ;03/03/2020;Instrução de Uso e Trabalho;Pública;Concluído;Guia SIC CETEM Tramitação Interna.pdf;PRJ18.31;09/00178;;SIM
#N/D;CJC00010020;Analise da repetibilidade e reprodutibilidade na determinação da absorção d'água de rocha aglomerada;;Alan Dutra Pedruzzi, Abiliane de Andrade Pazeto, ABILIANE DE ANDRADE PAZETO, ;15/09/2020;Trabalhos da Jornada de Iniciação Científica;Pública;Concluído;CJC00010020Alan.pdf;PRJ02.24;09/00054;;SIM
#N/D;CJC00020020;Caracterização química do resíduo de serragem em teares multifio para fins de recuperação dos diamantes sintéticos  em espiral  de Humphreys;;GUSTAVO EGRAMPHONTE, FRANCISCO WILSON HOLLANDA VIDAL, PHILLIPE FERNANDES DE ALMEIDA, FRANCISCO WILSON HOLLANDA VIDAL, PHILLIPE FERNANDES DE ALMEIDA, ;15/09/2020;Trabalhos da Jornada de Iniciação Científica;Pública;Concluído;CJC00020020.pdf;PRJ02.24;09/00054;;SIM
#N/D;CJC00030020;Caracterização tecnológica de resíduos grosseireos de rochas ornamentais para uso como agregados de lastro ferroviário;;JOÃO VICTOR TAVARES SARLO, FRANCISCO WILSON HOLLANDA VIDAL, PHILLIPE FERNANDES DE ALMEIDA, FRANCISCO WILSON HOLLANDA VIDAL, PHILLIPE FERNANDES DE ALMEIDA, ;15/09/2020;Trabalhos da Jornada de Iniciação Científica;Pública;Concluído;CJC00030020.pdf;PRJ02.24;09/00054;;SIM
#N/D;CJC00040020;Produção de rocha aglomerada artificial fabricada com resíduos de quartzito e resina vegetal;;Maria Carolyna Sopeletti Fernandes, Monica Castoldi Borlini Gadioli, Mariane Costalonga de Aguiar, MARIANE COSTALONGA DE AGUIAR, MONICA CASTOLDI BORLINI GADIOLI, ;15/09/2020;Trabalhos da Jornada de Iniciação Científica;Pública;Concluído;CJC00040020.pdf;PRJ05.15;13/00154;;SIM
#N/D;CJC00050020;Desenvolvimento de rochas artificiais eco eficiente com resíduos de rochas ornamentais;;Luan Bomfim Antunes, Monica Castoldi Borlini Gadioli, Mariane Costalonga de Aguiar, MARIANE COSTALONGA DE AGUIAR, MONICA CASTOLDI BORLINI GADIOLI, ;15/09/2020;Trabalhos da Jornada de Iniciação Científica;Pública;Concluído;CJC00050020.pdf;PRJ05.15;13/00154;;SIM
#N/D;CJC00060020;Influência do resíduo do processamento de rochas ornamentais por tear multiLâmina em cerâmica vermelha;;Maria Angélica Kramer Sant’Ana, Mônica Castoldi Borlini Gadioli, MARIA ANGELICA KRAMER SANT ANA, MONICA CASTOLDI BORLINI GADIOLI, ;15/09/2020;Trabalhos da Jornada de Iniciação Científica;Pública;Concluído;CJC00060020.pdf;PRJ05.15;13/00154;;SIM
#N/D;CJC00070020;Controle estatístico do processo de polimento de rochas ornamentais;;Márcio Alves Rizzo Júnior, Leonardo Luiz Lyrio da Silveira, LEONARDO LUIZ LYRIO DA SILVEIRA, MARCIO ALVES RIZZO JUNIOR, ;15/09/2020;Trabalhos da Jornada de Iniciação Científica;Pública;Concluído;CJC00070020.pdf;PRJ05.15;11/00216;;SIM
#N/D;CJC00080020;Corte de rochas ornamentais com fio diamantado: histórico e principais aspectos;;TAYNARA LOBATO MOREIRA, LEONARDO LUIZ LYRIO DA SILVEIRA, LEONARDO LUIZ LYRIO DA SILVEIRA, ;15/09/2020;Trabalhos da Jornada de Iniciação Científica;Pública;Concluído;CJC00080020.pdf;PRJ05.15;11/00216;;SIM
#N/D;CJC00090020;Otimização do processo para produção de cloreto de lítio grau bateria a partir do espodumênio;;Camila Prestes Pinto, Paulo Fernando Almeida Braga, ;23/11/2020;Trabalhos da Jornada de Iniciação Científica;Pública;Concluído;CJC00090020 - PAULO BRAGA.pdf;PRJ05.19;09/00088;;SIM
#N/D;CJC00100020;Estudos de Flotação de Carbonatos sem etapa prévia de deslamagem de um minério de Pirocloro;;CARLOS HENRIQUE BEZERRA JOAQUIM, Hudson Jean Bianquini Couto, ;23/11/2020;Trabalhos da Jornada de Iniciação Científica;Pública;Concluído;CJC00100020- HUDSON.pdf;PRJ05.19;09/00088;;SIM
#N/D;CJC00110020;Efeito do uso combinado de misturas de eteraminas na flotação do quartzo proveniente de um minério de ferro;;Danielle Andrade Pimentel, Marisa Bezerra de Melo Monte, ;23/11/2020;Trabalhos da Jornada de Iniciação Científica;Pública;Concluído;CJC00110020 - MARISA MONTE.pdf;PRJ05.19;09/00088;;SIM
#N/D;CJC00120020;Estudo de flotação em coluna para concentração da fração fina de minério de fosfato;;Ernande João Alvarenga dos Santos, Elves Matiolo, ;23/11/2020;Trabalhos da Jornada de Iniciação Científica;Pública;Concluído;CJC00120020- ELVES.pdf;PRJ05.19;09/00088;;SIM
#N/D;CJC00130020;Redução da umidade de concentrado de minério de ferro por meio da aplicação de plasma frio;;Felipe Sampaio Alencastro, Marisa Bezerra de Mello Monte, ;23/11/2020;Trabalhos da Jornada de Iniciação Científica;Pública;Concluído;CJC00130020 - MARISA.pdf;PRJ05.19;09/00088;;SIM
#N/D;CJC00140020;Aprimoramento do sistema de gestão da qualidade no Lema - Laboratório de Especiação de Mercúrio Ambiental;;Jéssica Zickwolf Ramos, Zuleica Carmen Castilhos, Líllian Maria Domingos, ;23/11/2020;Trabalhos da Jornada de Iniciação Científica;Pública;Concluído;CJC00140020 - Zuleica.pdf;PRJ05.19;09/00088;;SIM
#N/D;CJC00150020;Fluxo e inventário do ciclo de vida da aplicação das rochas ornamentais na construção civil;;José Luis Saravia Ocharán, Francisco Mariano da Rocha de Souza Lima, ;23/11/2020;Trabalhos da Jornada de Iniciação Científica;Pública;Concluído;CJC00150020 - FRANCISCO MARIANO.pdf;PRJ05.19;09/00088;;SIM
#N/D;CJC00170020;Avaliação de riscos à saúde humana e ecológicos por rompimento da Barragem I da Vale em Brumadinho-MG;;Líllian Maria Borges Domingos, Zuleica Carmem Cast, ;23/11/2020;Trabalhos da Jornada de Iniciação Científica;Pública;Concluído;CJC00170020 - ZULEICA.pdf;PRJ05.19;09/00088;;SIM
#N/D;CJC00180020;Levantamento de resíduos e rejeitos e o potencial de diversificação de produtos da atividade mineral na região Centro-Oeste para Agrominerais;;Patrick dos Santos Alves, Marisa Bezerra de Mello Monte, ;23/11/2020;Trabalhos da Jornada de Iniciação Científica;Pública;Concluído;CJC00180020 - MARISA.pdf;PRJ05.19;09/00088;;SIM
#N/D;CJC00190020;Monitoramento e previsão operacional de sistemas de desaguamento de polpas minerais com auxílio de modelos matemáticos;;Rafaella Fernanda de Almeida, Sílvia Cristina Alve, ;23/11/2020;Trabalhos da Jornada de Iniciação Científica;Pública;Concluído;CJC00190020 - SILVIA FRANÇA.pdf;PRJ05.19;09/00088;;SIM
#N/D;CJC00200020;Mapeamento das rochas do Cais do Valongo;;Júlia Botelho da Cunha, NURIA FERNANDEZ CASTRO, ROSANA ELISA COPPEDE DA SILVA, ;15/12/2020;Trabalhos da Jornada de Iniciação Científica;Pública;Concluído;CJC00200020.pdf;PRJ05.15;09/00216;;SIM
#N/D;CJC00210020;Relações de medições com ensaios não destrutivos e propriedades tecnológicas de rochas ornamentais;;JADER LUIZ MARANHÃO FERREIRA, NURIA FERNANDEZ CASTRO, ROBERTO CARLOS DA CONCEIÇÃO RIBEIRO, ;15/12/2020;Trabalhos da Jornada de Iniciação Científica;Pública;Concluído;CJC00210020.pdf;PRJ05.15;09/00216;;SIM
#N/D;CJC00220020;Petrographic and technologic evaluation of the garnet leucogneisse leptnito utilized in the built heritage of Rio de Janeiro;;André Campos Rocha Pinto, ROSANA ELISA COPPEDE DA SILVA, NURIA FERNANDEZ CASTRO, ;15/12/2020;Trabalhos da Jornada de Iniciação Científica;Pública;Concluído;CJC00220020.pdf;PRJ05.15;09/00216;;SIM
#N/D;CJP00010020;Análise da repetibilidade e reprodutibilidade na determinação da densidade aparente de rochas aglomeradas;;ABILIANE DE ANDRADE PAZETO, FRANCISCO WILSON HOLLANDA VIDAL, ;13/11/2020;Trabalhos da Jornada PCI;Pública;Concluído;CJP00010020.pdf;PRJ02.24;09/00054;;SIM
#N/D;CJP00020020;Utilização do método AHP (Analytic Hierarchy Process) como parte do processo de classificação de rochas ornamentais;;BRUNA XAVIER FAITANIN, FRANCISCO WILSON HOLLANDA VIDAL, ;23/11/2020;Trabalhos da Jornada PCI;Pública;Concluído;CJP00020020.pdf;PRJ02.24;09/00054;;SIM
#N/D;CJP00030020;Análise da metodologia de medição dos resultados do ensaio de polimento de rochas ornamentais;;LEONARDO LUIZ LYRIO DA SILVEIRA, VICTOR MOZA PONCIANO, ;23/11/2020;Trabalhos da Jornada PCI;Pública;Concluído;CJP00030020.pdf;PRJ05.15;11/00216;;SIM
#N/D;CJP00040020;Concreto celular com Ecofíler de resíduos de mármore e granito;;FABIO CONRADO DE QUEIROZ, NURIA FERNANDEZ CASTRO, ;23/11/2020;Trabalhos da Jornada PCI;Pública;Concluído;CJP00040020.pdf;PRJ02.24;09/00054;;SIM
#N/D;CJP00050020;Desenvolvimento de uma rota de recuperação do diamante sintético no âmbito do Programa Centelha;;PHILLIPE FERNANDES DE ALMEIDA, FRANCISCO WILSON HOLLANDA VIDAL, ;23/11/2020;Trabalhos da Jornada PCI;Pública;Concluído;CJP00050020.pdf;PRJ02.24;09/00054;;SIM
#N/D;CJP00060020;Utilização de resíduo de rocha ornamental para fabricação de cerâmica vermelha no estado do Espírito Santo;;MARIANE COSTALONGA DE AGUIAR, MONICA CASTOLDI BORLINI GADIOLI, ;23/11/2020;Trabalhos da Jornada PCI;Pública;Concluído;CJP00060020.pdf;PRJ05.15;13/00154;;SIM
#N/D;CLV00010020;Valorização da cadeia produtiva do lítio: alternativas sustentáveis para extração de lítio do espodumênio.;Livro – Valorização da cadeia produtiva do lítio: alternativas sustentáveis para extração de lítio do espodumênio. Natal: EDUFRN, 2020. 169p. ISBN 978-65-5569-035-4.;Leonardo Leandro dos Santos, Lindiane Bieseki, LUIZ CARLOS BERTOLINO, Manuela Silva Martins de Oliveira, Rubens Maribondo, Sibele Berenice Castellã Pergher, Victor Matheus Joaquim S. Campos, Werlem Holanda dos Santos, ;01/07/2020;Livro, Séries e coleção publicada;Pública;Publicado;CLV-0001-00-20  - Bertolino.pdf;PRJ01.14;07/00176;;SIM
#N/D;CLV00020020;Economia circular e mineração urbana: resíduos de equipamentos eletroeletrônicos;;LUCIA HELENA DA SILVA MACIEL XAVIER, MARIANNA DE SOUZA OLIVEIRA OTTONI, ;08/01/2020;Livro, Séries e coleção publicada;Pública;Concluído;CLV 0002-00-20 .pdf;PRJ01.13;07/00175;;SIM
#N/D;CLV00030020;Economía circular y minería urbana: residuos de aparatos eléctricos y electrónicos;;LUCIA HELENA DA SILVA MACIEL XAVIER, MARIANNA DE SOUZA OLIVEIRA OTTONI, ;03/11/2020;Livro, Séries e coleção publicada;Pública;Concluído;CLV 0003-00-20 .pdf;PRJ01.13;07/00175;;SIM
#N/D;CLV00040020;Global Stone Congress II;Selected, peer reviewed papers from the 6th International Stone Congress, the Global Stone Congress 2018 (GSC),April 25-28, 2018, Ilheus, Bahia, Brazil;NURIA FERNANDEZ CASTRO, Maria Heloisa Barros de Oliveira Frascá, Chiodi Filho, Cid, ;15/12/2020;Livro, Séries e coleção publicada;Pública;Concluído;CLV00040020.pdf;PRJ02.24;09/00054;;NÃO
#N/D;CMT00010020;Manual de destinação de resíduos eletroeletrônicos.  Orientações à sociedade sobre como dispor adequadamente os resíduos eletroeletrônicos no estado do Rio de Janeiro;;LUCIA HELENA DA SILVA MACIEL XAVIER, SILVIA CRISTINA ALVES FRANÇA, MARIANNA DE SOUZA OLIVEIRA OTTONI, RICARDO SIERPE VIDAL SILVA, CARLOS FRANCISCO MORAIS TEIXEIRA SIMÕES GOMES, Walter Issamu Suemitsu, Marlene Barbosa Caldas, Erica Ramos Cardoso, Kayo Vinicius Machado Romay, Mona Rotolo Mançano, Luciana Contador, Raíssa André de Araujo, Giovanna Novello Petrungaro, Jéssica dos Santos Cugula, Leonardo Picanço Peixoto de Abreu, Luca Apolonio dos Santos, Rafaela Zamprogno Rebello, ;28/10/2020;Manual Técnico;Pública;Concluído;CMT 0001-00-20 .pdf;PRJ01.13;07/00175;;SIM
#N/D;CMT00020020;Manual para a destinação de resíduos eletroeletrônicos: orientação ao cidadão sobre como dispor adequadamente os resíduos eletroeletrônicos na cidade do Rio de Janeiro;;;28/10/2020;Manual Técnico;Pública;Concluído;;PRJ01.13;07/00175;;SIM
#N/D;CMT00030020;Guia de desmontagem de resíduos de equipamentos eletroeletrônicos - 1ª Edição. Rio de Janeiro: CETEM-MCTI;;CARLOS FRANCISCO MORAIS TEIXEIRA SIMÕES GOMES, LUCIA HELENA DA SILVA MACIEL XAVIER, MARIANNA DE SOUZA OLIVEIRA OTTONI, Raíssa André de Araujo, Neuci Bicov, Jorge Tenório, Denise Espinosa, Marcos Nogueira, ;28/10/2020;Manual Técnico;Pública;Concluído;CMT 0003-00-20 .pdf;PRJ01.13;07/00175;;SIM
#N/D;CMT00040020;Guía de desmontaje de residuos de aparatos eléctricos y electrónicos - 1ª Edición. Rio de Janeiro: CETEM;;CARLOS FRANCISCO MORAIS TEIXEIRA SIMÕES GOMES, LUCIA HELENA DA SILVA MACIEL XAVIER, MARIANNA DE SOUZA OLIVEIRA OTTONI, Denise Espinosa, Jorge Tenório, Marcos Nogueira, Neuci Bicov, ;28/10/2020;Manual Técnico;Pública;Concluído;CMT 0004-00-20 .pdf;PRJ01.13;07/00175;;SIM
#N/D;CMT00050020;Guide to disassembly of waste electrical and electronic equipment - 1st Edition. Rio de Janeiro: CETEM;;CARLOS FRANCISCO MORAIS TEIXEIRA SIMÕES GOMES, LUCIA HELENA DA SILVA MACIEL XAVIER, MARIANNA DE SOUZA OLIVEIRA OTTONI, Denise Espinosa, Jorge Tenório, Marcos Nogueira, Neuci Bicov, ;28/10/2020;Manual Técnico;Pública;Concluído;CMT 0005-00-20 .pdf;PRJ01.13;07/00175;;SIM
#N/D;CMT00060020;Ciência e tecnologia a prevenção, adaptação e enfrentamento à COVID-19. Guia informativo com algumas soluções adotadas no mundo;;CARLOS FRANCISCO MORAIS TEIXEIRA SIMÕES GOMES, LUCIA HELENA DA SILVA MACIEL XAVIER, MARIANNA DE SOUZA OLIVEIRA OTTONI, RICARDO SIERPE VIDAL SILVA, Leonardo Abreu, Rafaela Zamprogno Rebello, Luciana Contador, Raíssa André de Araujo, ;28/10/2020;Manual Técnico;Pública;Concluído;CMT 0006-00-20 .pdf;PRJ01.13;07/00175;;SIM
#N/D;CSC00010020;Pré-requisitos para a extração de metais de base a partir de rejeitos de minérios oxidados. Parte I – O caso do rejeito de minério de cobre. STA-108;;LUIS GONZAGA SANTOS SOBRAL, Debora Monteiro de Oliveira, SILVA, I.G., ;09/12/2020;Séries do CETEM;Pública;Publicado;STA-108.pdf;PRJ01.02;07/00011;"IGPUB; ";SIM
#N/D;CSC00020020;Bio-extração de metais de base a partir de sucatas eletroeletrônicas: uma abordagem teórica. STA-109;;ANDRIELA DUTRA NORBERTO DE OLIVEIRA, LUIS GONZAGA SANTOS SOBRAL, Debora Monteiro de Oliveira, ;09/12/2020;Séries do CETEM;Pública;Publicado;STA-109.pdf;PRJ01.02;07/00011;"IGPUB; ";SIM
#N/D;CSC00030020;Fração bioacessível de metais em material particulado atmosférico (PM10): fator ambiental que pode contribuir para as doenças respiratórias na Região Metropolitana do Rio de Janeiro. STA-110;;Lilian Irene Dias da Silva, Yokoyama, L, Lucas Barros Maia, MARIA INÊS COUTO MONTEIRO, Fernanda Veronesi Marinho Pontes, MANUEL CASTRO CARNEIRO, ARNALDO ALCOVER NETO, ;09/12/2020;Séries do CETEM;Pública;Publicado;STA-110.pdf;PRJ01.02;07/00011;"IGPUB; ";SIM
#N/D;CSC00040020;Certificação de ouro de garimpo: estudo dos requisitos da Norma “Fairmined Standard for Gold from Artisanal and Small-scale Mining, including associated precious metals (V2.0 ARM / 5 April 2014)”  SED-103;;LILLIAN MARIA BORGES DOMINGOS, ZULEICA CARMEN CASTILHOS, JESSICA ZICKWOLF RAMOS, ;09/12/2020;Séries do CETEM;Pública;Publicado;SED-103.pdf;PRJ01.02;07/00011;"IGPUB; ";SIM
#N/D;CSC00050020;Estimativa da incerteza da medição para ensaios de caracterização tecnológica de rochas aglomeradas.  SRMI-28;;ABILIANE DE ANDRADE PAZETO, FRANCISCO WILSON HOLLANDA VIDAL, ;09/12/2020;Séries do CETEM;Pública;Publicado;SRMI-28.pdf;PRJ01.02;07/00011;"IGPUB; ";SIM
#N/D;CSC00060020;Digestão de amostras geológicas para a quantificação de elementos das terras raras: Uma abordagem sustentável - STA-111;;ANDREY LINHARES BEZERRA DE OLIVEIRA, MANUEL CASTRO CARNEIRO, ARNALDO ALCOVER NETO, Julio Carlos Afonso, MARIA INÊS COUTO MONTEIRO, Lílian Irene Dias da Silva, SILVA, L., ;15/12/2020;Séries do CETEM;Pública;Em revisão;;PRJ01.02;07/00011;"IGPUB; ";NÃO
#N/D;CSC00070020;Resinas aplicadas ao beneficiamento de rochas ornamentais - STA-112;;Alexandre Moni Pereira, Lucas Andrade Silva, GARROT, T.G., JULIO CESAR GUEDES CORREIA, Alexandre Nelson Martiniano Carauta, ;15/12/2020;Séries do CETEM;Pública;Em revisão;;PRJ01.02;07/00011;"IGPUB; ";NÃO
#N/D;CSC00080020;Molecular modeling study of biocides interaction with talc, the main mineral component of soapstone monuments - STA-113;;JULIO CESAR GUEDES CORREIA, LUCAS ANDRADE SILVA, SILVA, F.B., ROBERTO CARLOS DA CONCEIÇÃO RIBEIRO, ;15/12/2020;Séries do CETEM;Pública;Em revisão;;PRJ01.02;07/00011;"IGPUB; ";NÃO
#N/D;CSC00090020;Geração de revestimentos poliméricos contendo resíduos de pegmatitos com características de isolamento térmico - STA-114;;CHAVES, G.N., ROBERTO CARLOS DA CONCEIÇÃO RIBEIRO, ;15/12/2020;Séries do CETEM;Pública;Em revisão;;PRJ01.02;07/00011;"IGPUB; ";NÃO
#N/D;CSC00100020;Os desafios da biometalurgia frente ao crescimento das minas urbanas - SED-104;;ELLEN CRISTINE GIESE, ;15/12/2020;Séries do CETEM;Pública;Em revisão;;PRJ01.02;07/00011;"IGPUB; ";NÃO
#N/D;CSC00110020;Um recorte sobre a extração mineral, sua relação com royalties e cumprimento dos ODS - SED-105;;ANA MARIA BOTELHO MARINHO DA CUNHA, SOUZA, L.S., SOUZA, S.B.G., SA EARP, M.V., JOSE ANTONIO SENA DO NASCIMENTO, FERNANDO FERREIRA DE CASTRO, ;15/12/2020;Séries do CETEM;Pública;Em revisão;;PRJ01.02;07/00011;"IGPUB; ";NÃO
#N/D;CSC00120020;Revisão do Banco de Dados de Recursos Minerais e Territórios: contribuições de uma nova abordagem teórico-metodológica para análise das dinâmicas territoriais na mineração - SED-106;;FABIO GIUSTI AZEVEDO DE BRITTO, MARIA PEREIRA LIMA GREEN, Leo Bruno da Silva Lino, CAIO AZEVEDO FERREIRA, ;15/12/2020;Séries do CETEM;Pública;Em revisão;;PRJ01.02;07/00011;"IGPUB; ";NÃO
#N/D;CSC00130020;Modelagem cinemática do processo de polimento de rochas ornamentais para estudo de seus aspectos tribológicos analisados pelo método dos elementos finitos - SRMI-29;;RODRIGO LOPES ARCANJO, LEONARDO LUIZ LYRIO DA SILVEIRA, Marckcilei Lima Dan, Victor Moza Ponciano, PHILLIPE FERNANDES DE ALMEIDA, Wana Favero Gaburo Dorigo, ;17/12/2020;Séries do CETEM;Pública;Em revisão;;PRJ01.02;07/00011;"IGPUB; ";NÃO
#N/D;DDM00010020;Produção e caracterização de rocha artificial com resíduos da lavra e beneficiamento de quartzito;;Carlos Paulino Agrizzi, Carlos Mauricio Fontes Vieira, MONICA CASTOLDI BORLINI GADIOLI, ;12/11/2020;Dissertação de mestrado;Pública;Concluído;DDM00010020.pdf;PRJ05.15;13/00154;;SIM
#N/D;DNP00010020;Proposta de Norma - pN, rochas aglomeradas - determinação de resistência química;;ABILIANE DE ANDRADE PAZETO, Alan Dutra Pedruzzi, ;25/11/2020;Normas ou Procedimentos do Projeto;Reservada;Concluído;DNP00010020_pN_ Determinação da resistência química_Rocha Aglomerada_rev00_[25.06.20] (2).pdf;PRJ02.24;09/00054;;SIM
#N/D;DNP00020020;Proposta de norma - pN, rochas aglomeradas - determinação da resistência ao choque térmico;;ABILIANE DE ANDRADE PAZETO, Alan Dutra Pedruzzi, ;25/11/2020;Normas ou Procedimentos do Projeto;Reservada;Concluído;DNP00020020_pN_Determinação da resistencia ao choque térmico_Rocha Aglomerada_rev00_[20.07.20].pdf;PRJ02.24;09/00054;;SIM
